Team Name,Player Number,Player Name,Position,Height,Weight,Age,Years of Experience, Fanspo Agent,Fanspo Agency, Spotrac Agent,Spotrac Agency
Buffalo Bills,51,Eli Ankou,DT,6-3,325,29,4,"Patrick VanHall
","Ascend Athletics
","Patrick VanHall
","Ascend Athletics
"
Buffalo Bills,94,Andrew Brown,DE,6-3,296,27,3,Alvin Keels,PSE Management,"Alvin Keels, David Sullivan",Paramount Sports
Buffalo Bills,32,Kyron Brown,DB,6-1,195,27,4,-,-,Sam Leaf Ireifej,-
Buffalo Bills,6,Shane Buechele,QB,6-0,210,--,2,-,-,-,-
Buffalo Bills,96,Kameron Cline,DE,6-4,283,25,1,-,-,-,-
Buffalo Bills,5,Leonard Fournette,RB,6-0,228,28,6,David Canter,GSE Worldwide Football,David Canter,GSE Worldwide Football
Buffalo Bills,75,Richard Gouraige,OT,6-5,306,--,1,David Canter,GSE Worldwide Football,David Canter,GSE Worldwide Football
Buffalo Bills,46,Ja'Marcus Ingram,DB,6-2,190,26,1,-,-,-,-
Buffalo Bills,87,Andy Isabella,WR,5-9,188,26,4,Shahin Aslani and Michael Swenson,Wasserman Media Group,"C.J. Laboy, Michael Swenson, Doug Hendrickson",Wasserman Media Group
Buffalo Bills,63,Kevin Jarvis,OG,6-6,325,--,1,-,-,-,-
Buffalo Bills,62,Greg Mancz,C,6-4,302,31,7,-,-,-,-
Buffalo Bills,—,Herb Miller,DB,6-2,190,25,2,-,-,-,-
Buffalo Bills,29,Josh Norman,DB,6-0,200,35,9,Ryan Williams,Athletes First,Ryan Williams,Athletes First
