Team Name,Player Number,Player Name,Position,Height,Weight,Age,Years of Experience, Fanspo Agent,Fanspo Agency, Spotrac Agent,Spotrac Agency
Pittsburgh Steelers,35,Luqman Barcoo,DB,6-1,180,25,-,-,-,-,-
Pittsburgh Steelers,49,Tariq Carpenter,DB,6-3,230,24,1,Dan Saffron/Samantha Sankovich,Steinberg Sports & Entertainment |,"Dan Saffron, Samantha Sankovich",Equity Sports
Pittsburgh Steelers,—,Jack Colletto,RB,6-3,237,--,1,-,-,-,-
Pittsburgh Steelers,--,Kellen Diesch,OT,6-7,300,--,1,William Heck,"SPORTSTARS, INC.",-,"SPORTSTARS, INC."
Pittsburgh Steelers,16,Jalen Elliott,DB,6-1,205,25,2,-,-,-,-
Pittsburgh Steelers,--,Joseph Fisher,OG,6-4,296,--,-,-,-,-,-
Pittsburgh Steelers,82,Dez Fitzpatrick,WR,6-2,208,25,2,Damarius Bilbo,Klutch Sports Group,-,Klutch Sports Group
Pittsburgh Steelers,53,Kyron Johnson,LB,6-0,235,25,1,Scott Casterline,Team Sports Agency ,-,Team Sports Agency 
Pittsburgh Steelers,91,Jonathan Marshall,DT,6-3,310,26,2,William Heck,"SPORTSTARS, INC.",Dave Butz,"SPORTSTARS, INC."
Pittsburgh Steelers,62,Ryan McCollum,C,6-5,300,25,2,-,-,-,-
Pittsburgh Steelers,--,Denzel Mims,WR,6-3,207,26,3,William Heck,"SPORTSTARS, INC.",-,"SPORTSTARS, INC."
Pittsburgh Steelers,41,Qadree Ollison,RB,6-1,232,27,4,Jeremy Appledorf,EMG Sports,"Ed Wasielewski, Matt Ritchie, Jeremy Appledorf, Matt Marino, Gary Perkiss, Michael De Sane",EMG Sports
Pittsburgh Steelers,17,Trenton Thompson,DB,6-1,196,25,1,-,-,-,-
Pittsburgh Steelers,38,Mykal Walker,LB,6-3,230,26,3,Adisa Bakari,The Sports & Entertainment Group ,-,The Sports & Entertainment Group 
Pittsburgh Steelers,81,Scotty Washington,TE,6-5,217,26,1,-,-,-,-
Pittsburgh Steelers,--,Duece Watts,WR,6-1,196,--,1,-,-,-,-
Pittsburgh Steelers,--,Josiah Scott,DB,5-9,185,24,3,Jeremy Cohen,JL Sports,Joe Linta,JL Sports
