Team Name,Player Number,Player Name,Position,Height,Weight,Age,Years of Experience, Fanspo Agent,Fanspo Agency, Spotrac Agent,Spotrac Agency
New York Jets,76,Duane Brown,OT,6-4,329,38,15,Marcus Cummings,MS World LLC,-,MS World
New York Jets,0,Chuck Clark,DB,6-0,210,28,6,Joel Segal,WME Football,Joel Segal,-
New York Jets,40,Javelin Guidry,DB,5-9,191,27,3,-,-,-,-
New York Jets,46,Maalik Hall,LB,6-3,235,--,1,-,-,-,-
New York Jets,34,Justin Hardee,DB,6-1,200,29,6,-,-,-,-
New York Jets,60,Connor McGovern,C,6-4,306,30,7,Chafie Fields,Wasserman Media Group,-,-
New York Jets,92,Ifeadi Odenigbo,DE,6-3,258,29,5,-,-,Blake Baratz,The Institute for Athletes
New York Jets,8,Aaron Rodgers,QB,6-2,223,39,18,David Dunn,Athletes First,David Dunn,Athletes First
New York Jets,71,Wes Schweitzer,C,6-4,300,30,7,-,-,-,-
New York Jets,75,Alijah Vera-Tucker,OG,6-5,308,24,2,Patrick Collins,CAA Football,"Patrick Collins, Jimmy Sexton",CAA Football
New York Jets,96,Al Woods,DT,6-4,309,36,12,"Patrick Dye, Jr.",SportsTrust Advisors,-,SportsTrust Advisors
New York Jets,88,Kenny Yeboah,TE,6-3,250,25,2,William Heck,"SPORTSTARS, INC.",-,"SPORTSTARS, INC."
New York Jets,39,Kalon Barnes,DB,6-0,186,24,1,Clifton Addison,Agency1 Athlete Management Group,-,Agency1
New York Jets,38,Trey Dean,DB,6-2,200,--,1,-,-,-,-
New York Jets,N/,Jake Hanson,C,6-4,296,25,2,-,-,-,Schwartz & Feinsod
New York Jets,27,Tae Hayes,DB,5-9,188,26,2,-,-,-,-
New York Jets,69,Bruce Hector,DT,6-2,296,29,3,Christina Phillips,Precision Sports Management Group,Christina Phillips,Precision Sports MG
New York Jets,97,Jalyn Holmes,DE,6-5,283,27,5,Kevin McGuire and Michael Perrett,Element Sports and Priority Sports,"Michael Perrett, Kevin McGuire",Element Sports Group
New York Jets,31,Craig James,DB,5-10,195,27,3,-,-,-,-
New York Jets,81,Zack Kuntz,TE,6-8,251,--,1,Christopher Cabott,Equity Sports,Christopher Cabott,Equity Sports
New York Jets,N/,Marcelino McCrary-Ball,LB,6-0,214,24,1,-,-,-,-
New York Jets,N/,Lance McCutcheon,WR,6-3,202,24,1,-,-,-,-
New York Jets,N/,Rodger Saffold,OG,6-4,323,35,13,William Heck,"SPORTSTARS, INC.",-,"SPORTSTARS, INC."
New York Jets,14,Trevor Siemian,QB,6-3,220,31,7,Rick Smith,Priority Sports & Entertainment,Mike McCartney,Priority Sports & Entertainment
New York Jets,51,Marquiss Spencer,DE,6-4,295,26,1,Robert Brown,"Universal Sports & Entertainment Management, LLC ",-,Universal Sports & Entertainment
New York Jets,N/,Xazavian Valladay,RB,6-0,198,--,-,-,-,-,-
